sample_id,project_id,text,label_code,label_name,fold
REQ_0299,5,The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC,scalability,3
REQ_0300,5,The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.,SC,scalability,8
REQ_0303,2,The product shall be able to support multiple remote users,SC,scalability,1
REQ_0304,2,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,SC,scalability,2
REQ_0305,6,The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,SC,scalability,4
REQ_0306,6,The product shall be expected to operate for at least 5 years for each customer installation.,SC,scalability,9
REQ_0307,8,The server will support a maximum of 1 000 simultaneous users.,SC,scalability,3
REQ_0308,8,The streaming server will support 50 simultaneous streaming connections.,SC,scalability,10
REQ_0309,8,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,SC,scalability,1
REQ_0310,3,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,SC,scalability,6
REQ_0311,3,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,SC,scalability,8
REQ_0312,3,The system shall cater to 10 simultaneous users from 9am to 5pm.,SC,scalability,10
REQ_0313,48,The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.,SC,scalability,7
REQ_0314,8,The website shall be capable of supporting 100 000 customers.,SC,scalability,2
REQ_0315,3,system shall be able to handle all of the user requests/usage during business hours.,SC,scalability,9
REQ_0317,8,A customer can only stream a movie if they purchased it and are within the 2 day viewing period.,SE,security,7
REQ_0320,27,A surface computer shall not require a user to log in.,SE,security,1
REQ_0321,27,A tablet shall require a user to log in using a username and password.,SE,security,6
REQ_0322,27,A waiter password used for tablet login must be changed every three months.,SE,security,8
REQ_0323,27,A waiter password used for tablet login must have a bit-strength of at least 64 bits.,SE,security,9
REQ_0324,27,A waiter shall only be able to log into one tablet at any given instance of time.,SE,security,8
REQ_0325,27,A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,SE,security,10
REQ_0326,4,All additions of new users and modifications to user92s access shall be recorded on the User Report.,SE,security,7
REQ_0327,4,All authorized users once authenticated must be able to logon to the Disputes System,SE,security,8
REQ_0328,8,All credit card information will be encrypted in the database.,SE,security,4
REQ_0329,8,All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.,SE,security,8
REQ_0330,8,All customer information will be stored on a secure database accessible only to authorized personnel.,SE,security,7
REQ_0331,43,All login attempts shall be done so in a secure manner.,SE,security,8
REQ_0332,20,All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE,security,8
REQ_0333,40,All the passwords that are generated or accepted must be stored in database in an encrypted form.,SE,security,1
REQ_0334,31,All transactions at the Flea Market require a valid user ID and password.,SE,security,1
REQ_0335,4,All updates to data files or database must be initiated from the Disputes System.,SE,security,10
REQ_0336,43,All users of the system shall login using some form of unique identification.,SE,security,8
REQ_0337,38,Customers must have a valid login id to enter into the site.,SE,security,1
REQ_0338,8,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,SE,security,6
REQ_0339,3,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students92 personal information.,SE,security,6
REQ_0340,32,Each account must securely store all of its data.,SE,security,7
REQ_0341,14,Each team owner will need to use a username and password in order to be authenticated to reach the team owner92s page,SE,security,8
REQ_0342,36,Each user shall either be trusted or not trusted.,SE,security,6
REQ_0343,37,Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,SE,security,7
REQ_0344,2,Every user of the system shall be authenticated and authorized.,SE,security,9
REQ_0345,35,Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.,SE,security,9
REQ_0346,3,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,SE,security,10
REQ_0347,32,Full data backups must be created daily.,SE,security,3
REQ_0348,4,If a user account is revoked it can only be re-instantiated by the System Administrator.,SE,security,7
REQ_0349,30,Information transmission should be securely transmitted to server without any changes in information.,SE,security,6
REQ_0350,32,Logout must be automatic after 1 hour of inactivity.,SE,security,6
REQ_0351,38,Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE,security,3
REQ_0352,5,One insurance company shall not be able to view another insurance companys claim data.,SE,security,9
REQ_0353,5,Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,SE,security,2
REQ_0354,5,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,SE,security,9
REQ_0355,8,Only administrators can activate a pre-paid card.,SE,security,1
REQ_0356,8,Only authorized personnel can access customer records in the database.,SE,security,2
REQ_0357,8,Only authorized personnel can access sales information.,SE,security,2
REQ_0358,15,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.,SE,security,10
REQ_0359,3,Only authorized users shall have access to clinical site information.,SE,security,1
REQ_0360,3,Only authorized users shall have access to students92 personal information.,SE,security,2
REQ_0361,3,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,SE,security,4
REQ_0362,5,Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.,SE,security,3
REQ_0363,6,Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.,SE,security,1
REQ_0364,8,Only registered customers can purchase streaming movies.,SE,security,2
REQ_0365,2,Only registered realtors shall be able to access the system.,SE,security,6
REQ_0366,4,Only the System Administrator shall be able to reset a revoked user logon account,SE,security,7
REQ_0368,4,Only users with Update access must be able to initiate dispute requests.,SE,security,8
REQ_0369,5,Only valid data shall be entered into the system. No invalid data shall be entered into the system.,SE,security,3
REQ_0371,45,Personal information security is defined outside the scope of the SDMS by the database server.,SE,security,4
REQ_0372,3,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,SE,security,3
REQ_0373,31,Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,SE,security,4
REQ_0374,34,Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE,security,9
REQ_0375,21,System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,SE,security,10
REQ_0376,38,System use shall not cause any harm to human users.,SE,security,4
REQ_0377,38,System will have different types of users and every user has access constraints.,SE,security,1
REQ_0378,38,System will use secured database,SE,security,7
REQ_0379,29,System will use secured database.,SE,security,4
REQ_0380,14,The Commissioner will be the only authorized user per league to adjust league settings.,SE,security,8
REQ_0381,4,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user92s access level. The report will be reviewed for auditing purposes.,SE,security,1
REQ_0382,4,The Disputes application shall ensure that only authorized users are allowed to logon to the application.,SE,security,9
REQ_0383,4,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,SE,security,6
REQ_0384,4,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,SE,security,2
REQ_0385,31,The IP addresses where the transaction was made from will be logged.,SE,security,4
REQ_0386,7,The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.,SE,security,7
REQ_0387,7,The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.,SE,security,10
REQ_0388,13,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user92s computer.,SE,security,7
REQ_0389,32,The application must log the user out when it is exited.,SE,security,7
REQ_0391,46,The customer’s web browser shall never display a customer’s password. It shall always be echoed with special characters representing typed characters.,SE,security,9
REQ_0392,40,The data transaction between client and server must be encrypted using SSL technology.,SE,security,3
REQ_0393,1,The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts,SE,security,2
REQ_0394,6,The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.,SE,security,6
REQ_0395,11,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,security,10
REQ_0396,11,The product shall ensure that only supervisors can enter a caller92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,security,3
REQ_0397,11,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,security,6
REQ_0400,12,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,SE,security,8
REQ_0401,12,The product shall have security.The product shall provide authentication and authorization.,SE,security,2
REQ_0402,6,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.,SE,security,4
REQ_0403,12,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE,security,1
REQ_0404,2,The product shall prevent its data from incorrect data being introduced.,SE,security,4
REQ_0405,6,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems92 data shall remain 100% uncorrupted each time malicious data is input into the product.,SE,security,9
REQ_0406,10,The product shall provide players no access to information that might reveal the identity of another player,SE,security,4
REQ_0407,36,The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,SE,security,10
REQ_0409,34,The system must automatically log out all customers after a period of inactivity.,SE,security,10
REQ_0410,46,The system shall automatically log out all customers after a period of inactivity.,SE,security,3
REQ_0411,3,The system shall be built such that it is as secure as possible from malicious interference.,SE,security,1
REQ_0412,3,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,SE,security,2
REQ_0413,46,The system shall not leave any cookies on the customer’s computer containing any of the user’s confidential information.,SE,security,10
REQ_0414,46,The system shall not leave any cookies on the customer’s computer containing the user’s password.,SE,security,6
REQ_0415,8,The system shall notify customers of changes to its information policy.,SE,security,6
REQ_0416,13,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,SE,security,9
REQ_0417,5,The system shall prevent malicious attacks including denial of service.,SE,security,6
REQ_0418,3,The system shall protect private information in accordance with the organization92s information policy.,SE,security,3
REQ_0419,8,The system shall reveal private information only in compliance with the organization92s information policy.,SE,security,8
REQ_0420,47,The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.,SE,security,10
REQ_0421,46,The system shall use secure sockets in all transactions that include any confidential customer information.,SE,security,2
REQ_0422,3,The system shall use the organization92s standard virus protection software to help monitor threats to itself.,SE,security,8
REQ_0423,45,The system shall utilize HTTPS communication to ensure data confidentiality.,SE,security,10
REQ_0424,34,The system should not leave any cookies on the customer’s computer containing the user’s password.,SE,security,3
REQ_0425,34,The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,SE,security,1
REQ_0428,46,The system’s back-end databases shall be encrypted.,SE,security,9
REQ_0429,46,The system’s back-end servers shall never display a customer’s password. The customer’s password may be reset but never shown.,SE,security,9
REQ_0430,34,The system’s back-end servers shall only be accessible to authenticated administrators.,SE,security,4
REQ_0431,49,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,SE,security,3
REQ_0432,8,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.,SE,security,9
REQ_0433,8,The website shall prevent its data from being corrupted when incorrect data is entered in.,SE,security,2
REQ_0434,8,The website shall protect itself from intentional abuse and notify the administrator at all occurrences.,SE,security,7
REQ_0435,40,To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.,SE,security,10
REQ_0437,15,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,SE,security,7
REQ_0438,45,User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.,SE,security,4
REQ_0439,31,User passwords will be stored in the database in an encrypted format.,SE,security,3
REQ_0440,45,Users shall be required to log into the system for all operations except the operations on the login page.,SE,security,2
REQ_0441,4,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,US,usability,1
REQ_0442,4,100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,US,usability,4
REQ_0443,4,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,US,usability,1
REQ_0444,3,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,US,usability,3
REQ_0445,2,90% of untrained realtors shall be able to install the product on their device without printed instructions,US,usability,9
REQ_0447,6,A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.,US,usability,1
REQ_0448,14,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,US,usability,6
REQ_0449,13,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,US,usability,7
REQ_0450,13,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),US,usability,6
REQ_0451,3,All of the users shall be able to use the system after one day of training.,US,usability,2
REQ_0452,8,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,US,usability,3
REQ_0453,8,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,US,usability,3
REQ_0454,6,An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.,US,usability,2
REQ_0455,6,Every registered user will have access to the product92s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US,usability,7
REQ_0456,1,If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30,US,usability,8
REQ_0457,1,If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,US,usability,7
REQ_0458,48,It should not take more than 120 seconds for a new user to register for an account.,US,usability,2
REQ_0460,13,Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),US,usability,10
REQ_0461,13,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,US,usability,1
REQ_0464,13,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,US,usability,1
REQ_0465,4,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,US,usability,2
REQ_0466,19,The menus of the system must be easily navigable by the users with buttons that are easy to understand.,US,usability,9
REQ_0467,3,The number of mistakes noted by the students shall be decreased by 50% in the first year.,US,usability,3
REQ_0468,6,The product shall allow for customization of start page and views preferences.,US,usability,8
REQ_0470,6,The product shall allow the user to select a chosen language from one of the target market countries.,US,usability,10
REQ_0472,10,The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,US,usability,4
REQ_0473,2,The product shall be easy for a realtor to learn.,US,usability,4
REQ_0474,8,The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,US,usability,6
REQ_0475,5,The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training,US,usability,2
REQ_0476,5,The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.,US,usability,9
REQ_0477,6,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,US,usability,9
REQ_0478,2,The product shall be installed by an untrained realtor without recourse to separately-printed instructions.,US,usability,4
REQ_0479,1,The product shall be intuitive and self-explanatory. 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,US,usability,4
REQ_0481,6,The product shall be translated into foreign languages other than the target market countries92 languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market92s language.,US,usability,3
REQ_0483,6,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,US,usability,9
REQ_0484,5,The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,US,usability,7
REQ_0485,6,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,US,usability,7
REQ_0486,12,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,US,usability,6
REQ_0487,12,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,US,usability,6
REQ_0488,12,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),US,usability,10
REQ_0489,8,The product shall retain the customer92s buying preferences and information.,US,usability,6
REQ_0490,6,The product shall use a standard navigation menu familiar to most web users.,US,usability,8
REQ_0491,2,The product shall use symbols and words that are naturally understandable by the realtor community.,US,usability,4
REQ_0492,8,The product shall use symbols and words that are naturally understandable by users familiar with websites,US,usability,2
REQ_0493,8,The product should be able to be used by 90% of novice users on the Internet.,US,usability,10
REQ_0494,19,The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,US,usability,8
REQ_0496,19,The system must be quickly accessible by both managers and chefs.,US,usability,6
REQ_0497,13,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,US,usability,8
REQ_0498,25,The system shall allow the user to scroll the campus map from the campus map tab.,US,usability,3
REQ_0499,11,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,US,usability,9
REQ_0500,11,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,US,usability,1
REQ_0501,3,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,US,usability,10
REQ_0502,2,The system shall be intuitive and self explanatory.,US,usability,4
REQ_0503,3,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,US,usability,3
REQ_0504,2,The system shall be used by realtors with no training.,US,usability,1
REQ_0505,46,The system shall confirm all transactions with the customer’s web browser.,US,usability,10
REQ_0506,16,The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,US,usability,8
REQ_0507,3,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,US,usability,7
REQ_0508,46,The system shall provide a digital image for each product in the product catalog.,US,usability,2
REQ_0509,25,The system shall provide a way to return to the startup screen.,US,usability,9
REQ_0510,46,The system shall provide handicap access.,US,usability,6
REQ_0511,46,The system shall provide multi language support.,US,usability,4
REQ_0512,46,The system shall provide use of icons and toolbars.,US,usability,9
REQ_0513,3,The system shall use symbols and words that are naturally understandable by the user community.,US,usability,10
REQ_0514,35,The system should need to be entirely self-supporting since the users would be using it only to register courses.,US,usability,1
REQ_0515,48,The user interface of the system should be very user friendly.,US,usability,2
REQ_0516,5,The user shall easily locate instructions while using the product. User help can be found within 90% of the system.,US,usability,1
REQ_0517,15,The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.,US,usability,3
REQ_0518,3,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,US,usability,8
REQ_0519,8,The website will provide a help section with answers and solutions to common problems.,US,usability,7
REQ_0520,8,The website will use standard Internet conventions when interacting with the user.,US,usability,7
REQ_0521,14,Users shall be able to reach the 91add92 91drop92 and 91trade player92 pages with one click from the team owner92s page.,US,usability,10
REQ_0522,14,Users shall be able to view at least 25 NFL player statistics and points on each page.,US,usability,8
REQ_0523,5,Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,US,usability,2
REQ_0524,8,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,US,usability,3
REQ_0525,8,Users should only have to navigate through a maximum of 4 pages to create an account with the website.,US,usability,4
